imname	RA	DEC	EXPTIME
Q02F1V1	22:12:18	-08:36:42	40
Q02F4V1	22:12:17	-10:33:06	40
Q02F3V1	22:18:47	-11:32:18	40
Q02F2V1	22:18:46	-09:35:54	40
Q02F1V2	22:12:18	-08:36:42	40
Q02F4V2	22:12:17	-10:33:06	40
Q02F3V2	22:18:47	-11:32:18	40
Q02F2V2	22:18:46	-09:35:54	40
Q02F1V3	22:12:18	-08:36:42	40
Q02F4V3	22:12:17	-10:33:06	40
Q02F3V3	22:18:47	-11:32:18	40
Q02F2V3	22:18:46	-09:35:54	40
Q02F1V4	22:12:18	-08:36:42	40
Q02F4V4	22:12:17	-10:33:06	40
Q02F3V4	22:18:47	-11:32:18	40
Q02F2V4	22:18:46	-09:35:54	40
Q02F1V5	22:12:18	-08:36:42	40
Q02F4V5	22:12:17	-10:33:06	40
Q02F3V5	22:18:47	-11:32:18	40
Q02F2V5	22:18:46	-09:35:54	40
SLEW_QX_QY	22:18:46	-09:35:54	60
