imname	RA	DEC	EXPTIME
Q05F1V1	22:25:15	-08:36:42	40
Q05F4V1	22:25:14	-10:33:06	40
Q05F3V1	22:31:44	-11:32:18	40
Q05F2V1	22:31:43	-09:35:54	40
Q05F1V2	22:25:15	-08:36:42	40
Q05F4V2	22:25:14	-10:33:06	40
Q05F3V2	22:31:44	-11:32:18	40
Q05F2V2	22:31:43	-09:35:54	40
Q05F1V3	22:25:15	-08:36:42	40
Q05F4V3	22:25:14	-10:33:06	40
Q05F3V3	22:31:44	-11:32:18	40
Q05F2V3	22:31:43	-09:35:54	40
Q05F1V4	22:25:15	-08:36:42	40
Q05F4V4	22:25:14	-10:33:06	40
Q05F3V4	22:31:44	-11:32:18	40
Q05F2V4	22:31:43	-09:35:54	40
Q05F1V5	22:25:15	-08:36:42	40
Q05F4V5	22:25:14	-10:33:06	40
Q05F3V5	22:31:44	-11:32:18	40
Q05F2V5	22:31:43	-09:35:54	40
SLEW_QX_QY	22:31:43	-09:35:54	60
