imname	RA	DEC	EXPTIME
Q06F1V1	22:25:12	-12:31:30	40
Q06F4V1	22:25:11	-14:29:54	40
Q06F3V1	22:31:47	-15:27:06	40
Q06F2V1	22:31:45	-13:30:42	40
Q06F1V2	22:25:12	-12:31:30	40
Q06F4V2	22:25:11	-14:29:54	40
Q06F3V2	22:31:47	-15:27:06	40
Q06F2V2	22:31:45	-13:30:42	40
Q06F1V3	22:25:12	-12:31:30	40
Q06F4V3	22:25:11	-14:29:54	40
Q06F3V3	22:31:47	-15:27:06	40
Q06F2V3	22:31:45	-13:30:42	40
Q06F1V4	22:25:12	-12:31:30	40
Q06F4V4	22:25:11	-14:29:54	40
Q06F3V4	22:31:47	-15:27:06	40
Q06F2V4	22:31:45	-13:30:42	40
Q06F1V5	22:25:12	-12:31:30	40
Q06F4V5	22:25:11	-14:29:54	40
Q06F3V5	22:31:47	-15:27:06	40
Q06F2V5	22:31:45	-13:30:42	40
SLEW_QX_QY	22:31:45	-13:30:42	60
