imname	RA	DEC	EXPTIME
Q09F1V1	22:38:20	-12:31:30	40
Q09F4V1	22:38:19	-14:29:54	40
Q09F3V1	22:44:55	-15:27:06	40
Q09F2V1	22:44:53	-13:30:42	40
Q09F1V2	22:38:20	-12:31:30	40
Q09F4V2	22:38:19	-14:29:54	40
Q09F3V2	22:44:55	-15:27:06	40
Q09F2V2	22:44:53	-13:30:42	40
Q09F1V3	22:38:20	-12:31:30	40
Q09F4V3	22:38:19	-14:29:54	40
Q09F3V3	22:44:55	-15:27:06	40
Q09F2V3	22:44:53	-13:30:42	40
Q09F1V4	22:38:20	-12:31:30	40
Q09F4V4	22:38:19	-14:29:54	40
Q09F3V4	22:44:55	-15:27:06	40
Q09F2V4	22:44:53	-13:30:42	40
Q09F1V5	22:38:20	-12:31:30	40
Q09F4V5	22:38:19	-14:29:54	40
Q09F3V5	22:44:55	-15:27:06	40
Q09F2V5	22:44:53	-13:30:42	40
SLEW_QX_QY	22:44:53	-13:30:42	60
