imname	RA	DEC	EXPTIME
Q02F1V1	22:23:21	-07:31:35	40
Q02F4V1	22:23:20	-09:29:59	40
Q02F3V1	22:29:49	-10:27:11	40
Q02F2V1	22:29:48	-08:30:47	40
Q02F1V2	22:23:21	-07:31:35	40
Q02F4V2	22:23:20	-09:29:59	40
Q02F3V2	22:29:49	-10:27:11	40
Q02F2V2	22:29:48	-08:30:47	40
Q02F1V3	22:23:21	-07:31:35	40
Q02F4V3	22:23:20	-09:29:59	40
Q02F3V3	22:29:49	-10:27:11	40
Q02F2V3	22:29:48	-08:30:47	40
Q02F1V4	22:23:21	-07:31:35	40
Q02F4V4	22:23:20	-09:29:59	40
Q02F3V4	22:29:49	-10:27:11	40
Q02F2V4	22:29:48	-08:30:47	40
Q02F1V5	22:23:21	-07:31:35	40
Q02F4V5	22:23:20	-09:29:59	40
Q02F3V5	22:29:49	-10:27:11	40
Q02F2V5	22:29:48	-08:30:47	40
SLEW_QX_QY	22:29:48	-08:30:47	60
