imname	RA	DEC	EXPTIME
Q05F1V1	22:36:15	-07:31:35	40
Q05F4V1	22:36:14	-09:29:59	40
Q05F3V1	22:42:43	-10:27:11	40
Q05F2V1	22:42:42	-08:30:47	40
Q05F1V2	22:36:15	-07:31:35	40
Q05F4V2	22:36:14	-09:29:59	40
Q05F3V2	22:42:43	-10:27:11	40
Q05F2V2	22:42:42	-08:30:47	40
Q05F1V3	22:36:15	-07:31:35	40
Q05F4V3	22:36:14	-09:29:59	40
Q05F3V3	22:42:43	-10:27:11	40
Q05F2V3	22:42:42	-08:30:47	40
Q05F1V4	22:36:15	-07:31:35	40
Q05F4V4	22:36:14	-09:29:59	40
Q05F3V4	22:42:43	-10:27:11	40
Q05F2V4	22:42:42	-08:30:47	40
Q05F1V5	22:36:15	-07:31:35	40
Q05F4V5	22:36:14	-09:29:59	40
Q05F3V5	22:42:43	-10:27:11	40
Q05F2V5	22:42:42	-08:30:47	40
SLEW_QX_QY	22:42:42	-08:30:47	60
