imname	RA	DEC	EXPTIME
Q09F1V1	22:49:18	-11:26:23	40
Q09F4V1	22:49:16	-13:24:47	40
Q09F3V1	22:55:51	-14:23:59	40
Q09F2V1	22:55:49	-12:25:35	40
Q09F1V2	22:49:18	-11:26:23	40
Q09F4V2	22:49:16	-13:24:47	40
Q09F3V2	22:55:51	-14:23:59	40
Q09F2V2	22:55:49	-12:25:35	40
Q09F1V3	22:49:18	-11:26:23	40
Q09F4V3	22:49:16	-13:24:47	40
Q09F3V3	22:55:51	-14:23:59	40
Q09F2V3	22:55:49	-12:25:35	40
Q09F1V4	22:49:18	-11:26:23	40
Q09F4V4	22:49:16	-13:24:47	40
Q09F3V4	22:55:51	-14:23:59	40
Q09F2V4	22:55:49	-12:25:35	40
Q09F1V5	22:49:18	-11:26:23	40
Q09F4V5	22:49:16	-13:24:47	40
Q09F3V5	22:55:51	-14:23:59	40
Q09F2V5	22:55:49	-12:25:35	40
SLEW_QX_QY	22:55:49	-12:25:35	60
