imname	RA	DEC	EXPTIME
Q04F1V1	22:36:17	-03:36:47	40
Q04F4V1	22:36:16	-05:33:11	40
Q04F3V1	22:42:41	-06:32:23	40
Q04F2V1	22:42:41	-04:35:59	40
Q04F1V2	22:36:17	-03:36:47	40
Q04F4V2	22:36:16	-05:33:11	40
Q04F3V2	22:42:41	-06:32:23	40
Q04F2V2	22:42:41	-04:35:59	40
Q04F1V3	22:36:17	-03:36:47	40
Q04F4V3	22:36:16	-05:33:11	40
Q04F3V3	22:42:41	-06:32:23	40
Q04F2V3	22:42:41	-04:35:59	40
Q04F1V4	22:36:17	-03:36:47	40
Q04F4V4	22:36:16	-05:33:11	40
Q04F3V4	22:42:41	-06:32:23	40
Q04F2V4	22:42:41	-04:35:59	40
Q04F1V5	22:36:17	-03:36:47	40
Q04F4V5	22:36:16	-05:33:11	40
Q04F3V5	22:42:41	-06:32:23	40
Q04F2V5	22:42:41	-04:35:59	40
SLEW_QX_QY	22:42:41	-04:35:59	60
