imname	RA	DEC	EXPTIME
Q07F1V1	22:49:05	-03:36:47	40
Q07F4V1	22:49:05	-05:33:11	40
Q07F3V1	22:55:30	-06:32:23	40
Q07F2V1	22:55:29	-04:35:59	40
Q07F1V2	22:49:05	-03:36:47	40
Q07F4V2	22:49:05	-05:33:11	40
Q07F3V2	22:55:30	-06:32:23	40
Q07F2V2	22:55:29	-04:35:59	40
Q07F1V3	22:49:05	-03:36:47	40
Q07F4V3	22:49:05	-05:33:11	40
Q07F3V3	22:55:30	-06:32:23	40
Q07F2V3	22:55:29	-04:35:59	40
Q07F1V4	22:49:05	-03:36:47	40
Q07F4V4	22:49:05	-05:33:11	40
Q07F3V4	22:55:30	-06:32:23	40
Q07F2V4	22:55:29	-04:35:59	40
Q07F1V5	22:49:05	-03:36:47	40
Q07F4V5	22:49:05	-05:33:11	40
Q07F3V5	22:55:30	-06:32:23	40
Q07F2V5	22:55:29	-04:35:59	40
SLEW_QX_QY	22:55:29	-04:35:59	60
