imname	RA	DEC	EXPTIME
Q09F1V1	22:31:00	-13:14:54	40
Q09F4V1	22:30:58	-15:11:18	40
Q09F3V1	22:37:36	-16:10:30	40
Q09F2V1	22:37:34	-14:12:06	40
Q09F1V2	22:31:00	-13:14:54	40
Q09F4V2	22:30:58	-15:11:18	40
Q09F3V2	22:37:36	-16:10:30	40
Q09F2V2	22:37:34	-14:12:06	40
Q09F1V3	22:31:00	-13:14:54	40
Q09F4V3	22:30:58	-15:11:18	40
Q09F3V3	22:37:36	-16:10:30	40
Q09F2V3	22:37:34	-14:12:06	40
Q09F1V4	22:31:00	-13:14:54	40
Q09F4V4	22:30:58	-15:11:18	40
Q09F3V4	22:37:36	-16:10:30	40
Q09F2V4	22:37:34	-14:12:06	40
Q09F1V5	22:31:00	-13:14:54	40
Q09F4V5	22:30:58	-15:11:18	40
Q09F3V5	22:37:36	-16:10:30	40
Q09F2V5	22:37:34	-14:12:06	40
SLEW_QX_QY	22:37:34	-14:12:06	60
