imname	RA	DEC	EXPTIME
Q08F1V1	22:30:51	-09:18:06	40
Q08F4V1	22:30:49	-11:16:30	40
Q08F3V1	22:37:21	-12:15:42	40
Q08F2V1	22:37:19	-10:17:18	40
Q08F1V2	22:30:51	-09:18:06	40
Q08F4V2	22:30:49	-11:16:30	40
Q08F3V2	22:37:21	-12:15:42	40
Q08F2V2	22:37:19	-10:17:18	40
Q08F1V3	22:30:51	-09:18:06	40
Q08F4V3	22:30:49	-11:16:30	40
Q08F3V3	22:37:21	-12:15:42	40
Q08F2V3	22:37:19	-10:17:18	40
Q08F1V4	22:30:51	-09:18:06	40
Q08F4V4	22:30:49	-11:16:30	40
Q08F3V4	22:37:21	-12:15:42	40
Q08F2V4	22:37:19	-10:17:18	40
Q08F1V5	22:30:51	-09:18:06	40
Q08F4V5	22:30:49	-11:16:30	40
Q08F3V5	22:37:21	-12:15:42	40
Q08F2V5	22:37:19	-10:17:18	40
SLEW_QX_QY	22:37:19	-10:17:18	60
