imname	RA	DEC	EXPTIME
Q03F1V1	22:04:39	-13:14:54	40
Q03F4V1	22:04:37	-15:11:18	40
Q03F3V1	22:11:15	-16:10:30	40
Q03F2V1	22:11:13	-14:12:06	40
Q03F1V2	22:04:39	-13:14:54	40
Q03F4V2	22:04:37	-15:11:18	40
Q03F3V2	22:11:15	-16:10:30	40
Q03F2V2	22:11:13	-14:12:06	40
Q03F1V3	22:04:39	-13:14:54	40
Q03F4V3	22:04:37	-15:11:18	40
Q03F3V3	22:11:15	-16:10:30	40
Q03F2V3	22:11:13	-14:12:06	40
Q03F1V4	22:04:39	-13:14:54	40
Q03F4V4	22:04:37	-15:11:18	40
Q03F3V4	22:11:15	-16:10:30	40
Q03F2V4	22:11:13	-14:12:06	40
Q03F1V5	22:04:39	-13:14:54	40
Q03F4V5	22:04:37	-15:11:18	40
Q03F3V5	22:11:15	-16:10:30	40
Q03F2V5	22:11:13	-14:12:06	40
SLEW_QX_QY	22:11:13	-14:12:06	60
