imname	RA	DEC	EXPTIME
Q02F1V1	22:04:53	-09:18:06	40
Q02F4V1	22:04:52	-11:16:30	40
Q02F3V1	22:11:23	-12:15:42	40
Q02F2V1	22:11:22	-10:17:18	40
Q02F1V2	22:04:53	-09:18:06	40
Q02F4V2	22:04:52	-11:16:30	40
Q02F3V2	22:11:23	-12:15:42	40
Q02F2V2	22:11:22	-10:17:18	40
Q02F1V3	22:04:53	-09:18:06	40
Q02F4V3	22:04:52	-11:16:30	40
Q02F3V3	22:11:23	-12:15:42	40
Q02F2V3	22:11:22	-10:17:18	40
Q02F1V4	22:04:53	-09:18:06	40
Q02F4V4	22:04:52	-11:16:30	40
Q02F3V4	22:11:23	-12:15:42	40
Q02F2V4	22:11:22	-10:17:18	40
Q02F1V5	22:04:53	-09:18:06	40
Q02F4V5	22:04:52	-11:16:30	40
Q02F3V5	22:11:23	-12:15:42	40
Q02F2V5	22:11:22	-10:17:18	40
SLEW_QX_QY	22:11:22	-10:17:18	60
