imname	RA	DEC	EXPTIME
Q06F1V1	22:17:49	-13:14:54	40
Q06F4V1	22:17:48	-15:11:18	40
Q06F3V1	22:24:25	-16:10:30	40
Q06F2V1	22:24:24	-14:12:06	40
Q06F1V2	22:17:49	-13:14:54	40
Q06F4V2	22:17:48	-15:11:18	40
Q06F3V2	22:24:25	-16:10:30	40
Q06F2V2	22:24:24	-14:12:06	40
Q06F1V3	22:17:49	-13:14:54	40
Q06F4V3	22:17:48	-15:11:18	40
Q06F3V3	22:24:25	-16:10:30	40
Q06F2V3	22:24:24	-14:12:06	40
Q06F1V4	22:17:49	-13:14:54	40
Q06F4V4	22:17:48	-15:11:18	40
Q06F3V4	22:24:25	-16:10:30	40
Q06F2V4	22:24:24	-14:12:06	40
Q06F1V5	22:17:49	-13:14:54	40
Q06F4V5	22:17:48	-15:11:18	40
Q06F3V5	22:24:25	-16:10:30	40
Q06F2V5	22:24:24	-14:12:06	40
SLEW_QX_QY	22:24:24	-14:12:06	60
