imname	RA	DEC	EXPTIME
Q04F1V1	22:43:35	-02:52:42	40
Q04F4V1	22:43:34	-04:49:06	40
Q04F3V1	22:49:59	-05:48:18	40
Q04F2V1	22:49:58	-03:51:54	40
Q04F1V2	22:43:35	-02:52:42	40
Q04F4V2	22:43:34	-04:49:06	40
Q04F3V2	22:49:59	-05:48:18	40
Q04F2V2	22:49:58	-03:51:54	40
Q04F1V3	22:43:35	-02:52:42	40
Q04F4V3	22:43:34	-04:49:06	40
Q04F3V3	22:49:59	-05:48:18	40
Q04F2V3	22:49:58	-03:51:54	40
Q04F1V4	22:43:35	-02:52:42	40
Q04F4V4	22:43:34	-04:49:06	40
Q04F3V4	22:49:59	-05:48:18	40
Q04F2V4	22:49:58	-03:51:54	40
Q04F1V5	22:43:35	-02:52:42	40
Q04F4V5	22:43:34	-04:49:06	40
Q04F3V5	22:49:59	-05:48:18	40
Q04F2V5	22:49:58	-03:51:54	40
SLEW_QX_QY	22:49:58	-03:51:54	60
