imname	RA	DEC	EXPTIME
Q09F1V1	22:56:34	-10:42:17	40
Q09F4V1	22:56:32	-12:40:41	40
Q09F3V1	23:03:06	-13:39:53	40
Q09F2V1	23:03:04	-11:41:29	40
Q09F1V2	22:56:34	-10:42:17	40
Q09F4V2	22:56:32	-12:40:41	40
Q09F3V2	23:03:06	-13:39:53	40
Q09F2V2	23:03:04	-11:41:29	40
Q09F1V3	22:56:34	-10:42:17	40
Q09F4V3	22:56:32	-12:40:41	40
Q09F3V3	23:03:06	-13:39:53	40
Q09F2V3	23:03:04	-11:41:29	40
Q09F1V4	22:56:34	-10:42:17	40
Q09F4V4	22:56:32	-12:40:41	40
Q09F3V4	23:03:06	-13:39:53	40
Q09F2V4	23:03:04	-11:41:29	40
Q09F1V5	22:56:34	-10:42:17	40
Q09F4V5	22:56:32	-12:40:41	40
Q09F3V5	23:03:06	-13:39:53	40
Q09F2V5	23:03:04	-11:41:29	40
SLEW_QX_QY	23:03:04	-11:41:29	60
