imname	RA	DEC	EXPTIME
Q07F1V1	22:56:23	-02:52:42	40
Q07F4V1	22:56:22	-04:49:06	40
Q07F3V1	23:02:47	-05:48:18	40
Q07F2V1	23:02:46	-03:51:54	40
Q07F1V2	22:56:23	-02:52:42	40
Q07F4V2	22:56:22	-04:49:06	40
Q07F3V2	23:02:47	-05:48:18	40
Q07F2V2	23:02:46	-03:51:54	40
Q07F1V3	22:56:23	-02:52:42	40
Q07F4V3	22:56:22	-04:49:06	40
Q07F3V3	23:02:47	-05:48:18	40
Q07F2V3	23:02:46	-03:51:54	40
Q07F1V4	22:56:23	-02:52:42	40
Q07F4V4	22:56:22	-04:49:06	40
Q07F3V4	23:02:47	-05:48:18	40
Q07F2V4	23:02:46	-03:51:54	40
Q07F1V5	22:56:23	-02:52:42	40
Q07F4V5	22:56:22	-04:49:06	40
Q07F3V5	23:02:47	-05:48:18	40
Q07F2V5	23:02:46	-03:51:54	40
SLEW_QX_QY	23:02:46	-03:51:54	60
