imname	RA	DEC	EXPTIME
Q06F1V1	22:43:32	-10:42:17	40
Q06F4V1	22:43:30	-12:40:41	40
Q06F3V1	22:50:04	-13:39:53	40
Q06F2V1	22:50:02	-11:41:29	40
Q06F1V2	22:43:32	-10:42:17	40
Q06F4V2	22:43:30	-12:40:41	40
Q06F3V2	22:50:04	-13:39:53	40
Q06F2V2	22:50:02	-11:41:29	40
Q06F1V3	22:43:32	-10:42:17	40
Q06F4V3	22:43:30	-12:40:41	40
Q06F3V3	22:50:04	-13:39:53	40
Q06F2V3	22:50:02	-11:41:29	40
Q06F1V4	22:43:32	-10:42:17	40
Q06F4V4	22:43:30	-12:40:41	40
Q06F3V4	22:50:04	-13:39:53	40
Q06F2V4	22:50:02	-11:41:29	40
Q06F1V5	22:43:32	-10:42:17	40
Q06F4V5	22:43:30	-12:40:41	40
Q06F3V5	22:50:04	-13:39:53	40
Q06F2V5	22:50:02	-11:41:29	40
SLEW_QX_QY	22:50:02	-11:41:29	60
