imname	RA	DEC	EXPTIME
Q01F1V1	22:30:47	-02:52:42	40
Q01F4V1	22:30:47	-04:49:06	40
Q01F3V1	22:37:11	-05:48:18	40
Q01F2V1	22:37:11	-03:51:54	40
Q01F1V2	22:30:47	-02:52:42	40
Q01F4V2	22:30:47	-04:49:06	40
Q01F3V2	22:37:11	-05:48:18	40
Q01F2V2	22:37:11	-03:51:54	40
Q01F1V3	22:30:47	-02:52:42	40
Q01F4V3	22:30:47	-04:49:06	40
Q01F3V3	22:37:11	-05:48:18	40
Q01F2V3	22:37:11	-03:51:54	40
Q01F1V4	22:30:47	-02:52:42	40
Q01F4V4	22:30:47	-04:49:06	40
Q01F3V4	22:37:11	-05:48:18	40
Q01F2V4	22:37:11	-03:51:54	40
Q01F1V5	22:30:47	-02:52:42	40
Q01F4V5	22:30:47	-04:49:06	40
Q01F3V5	22:37:11	-05:48:18	40
Q01F2V5	22:37:11	-03:51:54	40
SLEW_QX_QY	22:37:11	-03:51:54	60
