imname	RA	DEC	EXPTIME
Q1F1V1	21:54:59	-03:47:4	40
Q1F4V1	21:54:59	-05:44:1	40
Q1F3V1	22:01:24	-06:43:2	40
Q1F2V1	22:01:24	-04:45:0	40
Q1F1V2	21:54:59	-03:47:4	40
Q1F4V2	21:54:59	-05:44:1	40
Q1F3V2	22:01:24	-06:43:2	40
Q1F2V2	22:01:24	-04:45:0	40
Q1F1V3	21:54:59	-03:47:4	40
Q1F4V3	21:54:59	-05:44:1	40
Q1F3V3	22:01:24	-06:43:2	40
Q1F2V3	22:01:24	-04:45:0	40
Q1F1V4	21:54:59	-03:47:4	40
Q1F4V4	21:54:59	-05:44:1	40
Q1F3V4	22:01:24	-06:43:2	40
Q1F2V4	22:01:24	-04:45:0	40
Q1F1V5	21:54:59	-03:47:4	40
Q1F4V5	21:54:59	-05:44:1	40
Q1F3V5	22:01:24	-06:43:2	40
Q1F2V5	22:01:24	-04:45:0	40
SLEW_QX_QY	22:01:24	-04:45:0	60
