imname	RA	DEC	EXPTIME
Q6F1V1	22:07:44	-07:42:3	40
Q6F4V1	22:07:43	-09:40:5	40
Q6F3V1	22:14:12	-10:38:1	40
Q6F2V1	22:14:11	-08:41:4	40
Q6F1V2	22:07:44	-07:42:3	40
Q6F4V2	22:07:43	-09:40:5	40
Q6F3V2	22:14:12	-10:38:1	40
Q6F2V2	22:14:11	-08:41:4	40
Q6F1V3	22:07:44	-07:42:3	40
Q6F4V3	22:07:43	-09:40:5	40
Q6F3V3	22:14:12	-10:38:1	40
Q6F2V3	22:14:11	-08:41:4	40
Q6F1V4	22:07:44	-07:42:3	40
Q6F4V4	22:07:43	-09:40:5	40
Q6F3V4	22:14:12	-10:38:1	40
Q6F2V4	22:14:11	-08:41:4	40
Q6F1V5	22:07:44	-07:42:3	40
Q6F4V5	22:07:43	-09:40:5	40
Q6F3V5	22:14:12	-10:38:1	40
Q6F2V5	22:14:11	-08:41:4	40
SLEW_QX_QY	22:14:11	-08:41:4	60
