imname	RA	DEC	EXPTIME
Q14F1V1	22:33:34	-07:42:3	40
Q14F4V1	22:33:33	-09:40:5	40
Q14F3V1	22:40:02	-10:38:1	40
Q14F2V1	22:40:01	-08:41:4	40
Q14F1V2	22:33:34	-07:42:3	40
Q14F4V2	22:33:33	-09:40:5	40
Q14F3V2	22:40:02	-10:38:1	40
Q14F2V2	22:40:01	-08:41:4	40
Q14F1V3	22:33:34	-07:42:3	40
Q14F4V3	22:33:33	-09:40:5	40
Q14F3V3	22:40:02	-10:38:1	40
Q14F2V3	22:40:01	-08:41:4	40
Q14F1V4	22:33:34	-07:42:3	40
Q14F4V4	22:33:33	-09:40:5	40
Q14F3V4	22:40:02	-10:38:1	40
Q14F2V4	22:40:01	-08:41:4	40
Q14F1V5	22:33:34	-07:42:3	40
Q14F4V5	22:33:33	-09:40:5	40
Q14F3V5	22:40:02	-10:38:1	40
Q14F2V5	22:40:01	-08:41:4	40
SLEW_QX_QY	22:40:01	-08:41:4	60
