imname	RA	DEC	EXPTIME
Q8F1V1	22:07:26	-15:32:1	40
Q8F4V1	22:07:24	-17:30:3	40
Q8F3V1	22:14:07	-18:29:4	40
Q8F2V1	22:14:05	-16:31:2	40
Q8F1V2	22:07:26	-15:32:1	40
Q8F4V2	22:07:24	-17:30:3	40
Q8F3V2	22:14:07	-18:29:4	40
Q8F2V2	22:14:05	-16:31:2	40
Q8F1V3	22:07:26	-15:32:1	40
Q8F4V3	22:07:24	-17:30:3	40
Q8F3V3	22:14:07	-18:29:4	40
Q8F2V3	22:14:05	-16:31:2	40
Q8F1V4	22:07:26	-15:32:1	40
Q8F4V4	22:07:24	-17:30:3	40
Q8F3V4	22:14:07	-18:29:4	40
Q8F2V4	22:14:05	-16:31:2	40
Q8F1V5	22:07:26	-15:32:1	40
Q8F4V5	22:07:24	-17:30:3	40
Q8F3V5	22:14:07	-18:29:4	40
Q8F2V5	22:14:05	-16:31:2	40
SLEW_QX_QY	22:14:05	-16:31:2	60
