imname	RA	DEC	EXPTIME
Q05F1V1	22:32:36	-07:53:48	40
Q05F4V1	22:32:35	-09:50:11	40
Q05F3V1	22:39:04	-10:49:24	40
Q05F2V1	22:39:03	-08:51:00	40
Q05F1V2	22:32:36	-07:53:48	40
Q05F4V2	22:32:35	-09:50:11	40
Q05F3V2	22:39:04	-10:49:24	40
Q05F2V2	22:39:03	-08:51:00	40
Q05F1V3	22:32:36	-07:53:48	40
Q05F4V3	22:32:35	-09:50:11	40
Q05F3V3	22:39:04	-10:49:24	40
Q05F2V3	22:39:03	-08:51:00	40
Q05F1V4	22:32:36	-07:53:48	40
Q05F4V4	22:32:35	-09:50:11	40
Q05F3V4	22:39:04	-10:49:24	40
Q05F2V4	22:39:03	-08:51:00	40
Q05F1V5	22:32:36	-07:53:48	40
Q05F4V5	22:32:35	-09:50:11	40
Q05F3V5	22:39:04	-10:49:24	40
Q05F2V5	22:39:03	-08:51:00	40
SLEW_QX_QY	22:39:03	-08:51:00	60
