imname	RA	DEC	EXPTIME
Q01F1V1	22:19:49	-03:57:00	40
Q01F4V1	22:19:48	-05:55:23	40
Q01F3V1	22:26:13	-06:54:36	40
Q01F2V1	22:26:13	-04:56:12	40
Q01F1V2	22:19:49	-03:57:00	40
Q01F4V2	22:19:48	-05:55:23	40
Q01F3V2	22:26:13	-06:54:36	40
Q01F2V2	22:26:13	-04:56:12	40
Q01F1V3	22:19:49	-03:57:00	40
Q01F4V3	22:19:48	-05:55:23	40
Q01F3V3	22:26:13	-06:54:36	40
Q01F2V3	22:26:13	-04:56:12	40
Q01F1V4	22:19:49	-03:57:00	40
Q01F4V4	22:19:48	-05:55:23	40
Q01F3V4	22:26:13	-06:54:36	40
Q01F2V4	22:26:13	-04:56:12	40
Q01F1V5	22:19:49	-03:57:00	40
Q01F4V5	22:19:48	-05:55:23	40
Q01F3V5	22:26:13	-06:54:36	40
Q01F2V5	22:26:13	-04:56:12	40
SLEW_QX_QY	22:26:13	-04:56:12	60
