imname	RA	DEC	EXPTIME
Q09F1V1	22:45:39	-11:48:36	40
Q09F4V1	22:45:38	-13:45:00	40
Q09F3V1	22:52:13	-14:44:11	40
Q09F2V1	22:52:11	-12:47:48	40
Q09F1V2	22:45:39	-11:48:36	40
Q09F4V2	22:45:38	-13:45:00	40
Q09F3V2	22:52:13	-14:44:11	40
Q09F2V2	22:52:11	-12:47:48	40
Q09F1V3	22:45:39	-11:48:36	40
Q09F4V3	22:45:38	-13:45:00	40
Q09F3V3	22:52:13	-14:44:11	40
Q09F2V3	22:52:11	-12:47:48	40
Q09F1V4	22:45:39	-11:48:36	40
Q09F4V4	22:45:38	-13:45:00	40
Q09F3V4	22:52:13	-14:44:11	40
Q09F2V4	22:52:11	-12:47:48	40
Q09F1V5	22:45:39	-11:48:36	40
Q09F4V5	22:45:38	-13:45:00	40
Q09F3V5	22:52:13	-14:44:11	40
Q09F2V5	22:52:11	-12:47:48	40
SLEW_QX_QY	22:52:11	-12:47:48	60
