imname	RA	DEC	EXPTIME
Q07F1V1	22:45:26	-03:57:00	40
Q07F4V1	22:45:26	-05:55:23	40
Q07F3V1	22:51:51	-06:54:36	40
Q07F2V1	22:51:51	-04:56:12	40
Q07F1V2	22:45:26	-03:57:00	40
Q07F4V2	22:45:26	-05:55:23	40
Q07F3V2	22:51:51	-06:54:36	40
Q07F2V2	22:51:51	-04:56:12	40
Q07F1V3	22:45:26	-03:57:00	40
Q07F4V3	22:45:26	-05:55:23	40
Q07F3V3	22:51:51	-06:54:36	40
Q07F2V3	22:51:51	-04:56:12	40
Q07F1V4	22:45:26	-03:57:00	40
Q07F4V4	22:45:26	-05:55:23	40
Q07F3V4	22:51:51	-06:54:36	40
Q07F2V4	22:51:51	-04:56:12	40
Q07F1V5	22:45:26	-03:57:00	40
Q07F4V5	22:45:26	-05:55:23	40
Q07F3V5	22:51:51	-06:54:36	40
Q07F2V5	22:51:51	-04:56:12	40
SLEW_QX_QY	22:51:51	-04:56:12	60
