imname	RA	DEC	EXPTIME
Q08F1V1	22:45:31	-07:53:48	40
Q08F4V1	22:45:30	-09:50:11	40
Q08F3V1	22:52:00	-10:49:24	40
Q08F2V1	22:51:59	-08:51:00	40
Q08F1V2	22:45:31	-07:53:48	40
Q08F4V2	22:45:30	-09:50:11	40
Q08F3V2	22:52:00	-10:49:24	40
Q08F2V2	22:51:59	-08:51:00	40
Q08F1V3	22:45:31	-07:53:48	40
Q08F4V3	22:45:30	-09:50:11	40
Q08F3V3	22:52:00	-10:49:24	40
Q08F2V3	22:51:59	-08:51:00	40
Q08F1V4	22:45:31	-07:53:48	40
Q08F4V4	22:45:30	-09:50:11	40
Q08F3V4	22:52:00	-10:49:24	40
Q08F2V4	22:51:59	-08:51:00	40
Q08F1V5	22:45:31	-07:53:48	40
Q08F4V5	22:45:30	-09:50:11	40
Q08F3V5	22:52:00	-10:49:24	40
Q08F2V5	22:51:59	-08:51:00	40
SLEW_QX_QY	22:51:59	-08:51:00	60
