imname	RA	DEC	EXPTIME
Q02F1V1	22:37:58	-06:03:47	40
Q02F4V1	22:37:57	-07:60:11	40
Q02F3V1	22:44:25	-08:59:23	40
Q02F2V1	22:44:24	-07:02:59	40
Q02F1V2	22:37:58	-06:03:47	40
Q02F4V2	22:37:57	-07:60:11	40
Q02F3V2	22:44:25	-08:59:23	40
Q02F2V2	22:44:24	-07:02:59	40
Q02F1V3	22:37:58	-06:03:47	40
Q02F4V3	22:37:57	-07:60:11	40
Q02F3V3	22:44:25	-08:59:23	40
Q02F2V3	22:44:24	-07:02:59	40
Q02F1V4	22:37:58	-06:03:47	40
Q02F4V4	22:37:57	-07:60:11	40
Q02F3V4	22:44:25	-08:59:23	40
Q02F2V4	22:44:24	-07:02:59	40
Q02F1V5	22:37:58	-06:03:47	40
Q02F4V5	22:37:57	-07:60:11	40
Q02F3V5	22:44:25	-08:59:23	40
Q02F2V5	22:44:24	-07:02:59	40
SLEW_QX_QY	22:44:24	-07:02:59	60
