imname	RA	DEC	EXPTIME
Q08F1V1	23:03:42	-06:03:47	40
Q08F4V1	23:03:41	-07:60:11	40
Q08F3V1	23:10:08	-08:59:23	40
Q08F2V1	23:10:07	-07:02:59	40
Q08F1V2	23:03:42	-06:03:47	40
Q08F4V2	23:03:41	-07:60:11	40
Q08F3V2	23:10:08	-08:59:23	40
Q08F2V2	23:10:07	-07:02:59	40
Q08F1V3	23:03:42	-06:03:47	40
Q08F4V3	23:03:41	-07:60:11	40
Q08F3V3	23:10:08	-08:59:23	40
Q08F2V3	23:10:07	-07:02:59	40
Q08F1V4	23:03:42	-06:03:47	40
Q08F4V4	23:03:41	-07:60:11	40
Q08F3V4	23:10:08	-08:59:23	40
Q08F2V4	23:10:07	-07:02:59	40
Q08F1V5	23:03:42	-06:03:47	40
Q08F4V5	23:03:41	-07:60:11	40
Q08F3V5	23:10:08	-08:59:23	40
Q08F2V5	23:10:07	-07:02:59	40
SLEW_QX_QY	23:10:07	-07:02:59	60
