imname	RA	DEC	EXPTIME
Q03F1V1	22:37:48	-09:58:35	40
Q03F4V1	22:37:47	-11:56:59	40
Q03F3V1	22:44:19	-12:54:11	40
Q03F2V1	22:44:17	-10:57:47	40
Q03F1V2	22:37:48	-09:58:35	40
Q03F4V2	22:37:47	-11:56:59	40
Q03F3V2	22:44:19	-12:54:11	40
Q03F2V2	22:44:17	-10:57:47	40
Q03F1V3	22:37:48	-09:58:35	40
Q03F4V3	22:37:47	-11:56:59	40
Q03F3V3	22:44:19	-12:54:11	40
Q03F2V3	22:44:17	-10:57:47	40
Q03F1V4	22:37:48	-09:58:35	40
Q03F4V4	22:37:47	-11:56:59	40
Q03F3V4	22:44:19	-12:54:11	40
Q03F2V4	22:44:17	-10:57:47	40
Q03F1V5	22:37:48	-09:58:35	40
Q03F4V5	22:37:47	-11:56:59	40
Q03F3V5	22:44:19	-12:54:11	40
Q03F2V5	22:44:17	-10:57:47	40
SLEW_QX_QY	22:44:17	-10:57:47	60
