imname	RA	DEC	EXPTIME
Q04F1V1	22:50:51	-02:08:59	40
Q04F4V1	22:50:50	-04:05:23	40
Q04F3V1	22:57:15	-05:04:35	40
Q04F2V1	22:57:14	-03:06:11	40
Q04F1V2	22:50:51	-02:08:59	40
Q04F4V2	22:50:50	-04:05:23	40
Q04F3V2	22:57:15	-05:04:35	40
Q04F2V2	22:57:14	-03:06:11	40
Q04F1V3	22:50:51	-02:08:59	40
Q04F4V3	22:50:50	-04:05:23	40
Q04F3V3	22:57:15	-05:04:35	40
Q04F2V3	22:57:14	-03:06:11	40
Q04F1V4	22:50:51	-02:08:59	40
Q04F4V4	22:50:50	-04:05:23	40
Q04F3V4	22:57:15	-05:04:35	40
Q04F2V4	22:57:14	-03:06:11	40
Q04F1V5	22:50:51	-02:08:59	40
Q04F4V5	22:50:50	-04:05:23	40
Q04F3V5	22:57:15	-05:04:35	40
Q04F2V5	22:57:14	-03:06:11	40
SLEW_QX_QY	22:57:14	-03:06:11	60
