imname	RA	DEC	EXPTIME
Q01F1V1	22:38:04	-02:08:59	40
Q01F4V1	22:38:03	-04:05:23	40
Q01F3V1	22:44:28	-05:04:35	40
Q01F2V1	22:44:27	-03:06:11	40
Q01F1V2	22:38:04	-02:08:59	40
Q01F4V2	22:38:03	-04:05:23	40
Q01F3V2	22:44:28	-05:04:35	40
Q01F2V2	22:44:27	-03:06:11	40
Q01F1V3	22:38:04	-02:08:59	40
Q01F4V3	22:38:03	-04:05:23	40
Q01F3V3	22:44:28	-05:04:35	40
Q01F2V3	22:44:27	-03:06:11	40
Q01F1V4	22:38:04	-02:08:59	40
Q01F4V4	22:38:03	-04:05:23	40
Q01F3V4	22:44:28	-05:04:35	40
Q01F2V4	22:44:27	-03:06:11	40
Q01F1V5	22:38:04	-02:08:59	40
Q01F4V5	22:38:03	-04:05:23	40
Q01F3V5	22:44:28	-05:04:35	40
Q01F2V5	22:44:27	-03:06:11	40
SLEW_QX_QY	22:44:27	-03:06:11	60
