imname	RA	DEC	EXPTIME
Q02F1V1	22:34:19	-06:25:35	40
Q02F4V1	22:34:18	-08:23:59	40
Q02F3V1	22:40:46	-09:21:11	40
Q02F2V1	22:40:45	-07:24:47	40
Q02F1V2	22:34:19	-06:25:35	40
Q02F4V2	22:34:18	-08:23:59	40
Q02F3V2	22:40:46	-09:21:11	40
Q02F2V2	22:40:45	-07:24:47	40
Q02F1V3	22:34:19	-06:25:35	40
Q02F4V3	22:34:18	-08:23:59	40
Q02F3V3	22:40:46	-09:21:11	40
Q02F2V3	22:40:45	-07:24:47	40
Q02F1V4	22:34:19	-06:25:35	40
Q02F4V4	22:34:18	-08:23:59	40
Q02F3V4	22:40:46	-09:21:11	40
Q02F2V4	22:40:45	-07:24:47	40
Q02F1V5	22:34:19	-06:25:35	40
Q02F4V5	22:34:18	-08:23:59	40
Q02F3V5	22:40:46	-09:21:11	40
Q02F2V5	22:40:45	-07:24:47	40
SLEW_QX_QY	22:40:45	-07:24:47	60
