imname	RA	DEC	EXPTIME
Q01F1V1	22:34:25	-02:30:47	40
Q01F4V1	22:34:25	-04:27:11	40
Q01F3V1	22:40:49	-05:26:23	40
Q01F2V1	22:40:49	-03:29:59	40
Q01F1V2	22:34:25	-02:30:47	40
Q01F4V2	22:34:25	-04:27:11	40
Q01F3V2	22:40:49	-05:26:23	40
Q01F2V2	22:40:49	-03:29:59	40
Q01F1V3	22:34:25	-02:30:47	40
Q01F4V3	22:34:25	-04:27:11	40
Q01F3V3	22:40:49	-05:26:23	40
Q01F2V3	22:40:49	-03:29:59	40
Q01F1V4	22:34:25	-02:30:47	40
Q01F4V4	22:34:25	-04:27:11	40
Q01F3V4	22:40:49	-05:26:23	40
Q01F2V4	22:40:49	-03:29:59	40
Q01F1V5	22:34:25	-02:30:47	40
Q01F4V5	22:34:25	-04:27:11	40
Q01F3V5	22:40:49	-05:26:23	40
Q01F2V5	22:40:49	-03:29:59	40
SLEW_QX_QY	22:40:49	-03:29:59	60
