imname	RA	DEC	EXPTIME
Q05F1V1	22:47:12	-06:25:35	40
Q05F4V1	22:47:11	-08:23:59	40
Q05F3V1	22:53:39	-09:21:11	40
Q05F2V1	22:53:38	-07:24:47	40
Q05F1V2	22:47:12	-06:25:35	40
Q05F4V2	22:47:11	-08:23:59	40
Q05F3V2	22:53:39	-09:21:11	40
Q05F2V2	22:53:38	-07:24:47	40
Q05F1V3	22:47:12	-06:25:35	40
Q05F4V3	22:47:11	-08:23:59	40
Q05F3V3	22:53:39	-09:21:11	40
Q05F2V3	22:53:38	-07:24:47	40
Q05F1V4	22:47:12	-06:25:35	40
Q05F4V4	22:47:11	-08:23:59	40
Q05F3V4	22:53:39	-09:21:11	40
Q05F2V4	22:53:38	-07:24:47	40
Q05F1V5	22:47:12	-06:25:35	40
Q05F4V5	22:47:11	-08:23:59	40
Q05F3V5	22:53:39	-09:21:11	40
Q05F2V5	22:53:38	-07:24:47	40
SLEW_QX_QY	22:53:38	-07:24:47	60
