imname	RA	DEC	EXPTIME
Q04F1V1	22:47:13	-02:30:47	40
Q04F4V1	22:47:12	-04:27:11	40
Q04F3V1	22:53:37	-05:26:23	40
Q04F2V1	22:53:36	-03:29:59	40
Q04F1V2	22:47:13	-02:30:47	40
Q04F4V2	22:47:12	-04:27:11	40
Q04F3V2	22:53:37	-05:26:23	40
Q04F2V2	22:53:36	-03:29:59	40
Q04F1V3	22:47:13	-02:30:47	40
Q04F4V3	22:47:12	-04:27:11	40
Q04F3V3	22:53:37	-05:26:23	40
Q04F2V3	22:53:36	-03:29:59	40
Q04F1V4	22:47:13	-02:30:47	40
Q04F4V4	22:47:12	-04:27:11	40
Q04F3V4	22:53:37	-05:26:23	40
Q04F2V4	22:53:36	-03:29:59	40
Q04F1V5	22:47:13	-02:30:47	40
Q04F4V5	22:47:12	-04:27:11	40
Q04F3V5	22:53:37	-05:26:23	40
Q04F2V5	22:53:36	-03:29:59	40
SLEW_QX_QY	22:53:36	-03:29:59	60
