imname	RA	DEC	EXPTIME
Q09F1V1	23:00:11	-10:20:23	40
Q09F4V1	23:00:10	-12:18:47	40
Q09F3V1	23:06:43	-13:17:59	40
Q09F2V1	23:06:41	-11:19:35	40
Q09F1V2	23:00:11	-10:20:23	40
Q09F4V2	23:00:10	-12:18:47	40
Q09F3V2	23:06:43	-13:17:59	40
Q09F2V2	23:06:41	-11:19:35	40
Q09F1V3	23:00:11	-10:20:23	40
Q09F4V3	23:00:10	-12:18:47	40
Q09F3V3	23:06:43	-13:17:59	40
Q09F2V3	23:06:41	-11:19:35	40
Q09F1V4	23:00:11	-10:20:23	40
Q09F4V4	23:00:10	-12:18:47	40
Q09F3V4	23:06:43	-13:17:59	40
Q09F2V4	23:06:41	-11:19:35	40
Q09F1V5	23:00:11	-10:20:23	40
Q09F4V5	23:00:10	-12:18:47	40
Q09F3V5	23:06:43	-13:17:59	40
Q09F2V5	23:06:41	-11:19:35	40
SLEW_QX_QY	23:06:41	-11:19:35	60
