imname	RA	DEC	EXPTIME
Q02F1V1	22:08:36	-08:57:17	40
Q02F4V1	22:08:35	-10:55:41	40
Q02F3V1	22:15:05	-11:54:53	40
Q02F2V1	22:15:04	-09:56:29	40
Q02F1V2	22:08:36	-08:57:17	40
Q02F4V2	22:08:35	-10:55:41	40
Q02F3V2	22:15:05	-11:54:53	40
Q02F2V2	22:15:04	-09:56:29	40
Q02F1V3	22:08:36	-08:57:17	40
Q02F4V3	22:08:35	-10:55:41	40
Q02F3V3	22:15:05	-11:54:53	40
Q02F2V3	22:15:04	-09:56:29	40
Q02F1V4	22:08:36	-08:57:17	40
Q02F4V4	22:08:35	-10:55:41	40
Q02F3V4	22:15:05	-11:54:53	40
Q02F2V4	22:15:04	-09:56:29	40
Q02F1V5	22:08:36	-08:57:17	40
Q02F4V5	22:08:35	-10:55:41	40
Q02F3V5	22:15:05	-11:54:53	40
Q02F2V5	22:15:04	-09:56:29	40
SLEW_QX_QY	22:15:04	-09:56:29	60
