imname	RA	DEC	EXPTIME
Q07F1V1	22:34:26	-05:02:29	40
Q07F4V1	22:34:25	-06:60:54	40
Q07F3V1	22:40:51	-07:58:06	40
Q07F2V1	22:40:50	-06:01:42	40
Q07F1V2	22:34:26	-05:02:29	40
Q07F4V2	22:34:25	-06:60:54	40
Q07F3V2	22:40:51	-07:58:06	40
Q07F2V2	22:40:50	-06:01:42	40
Q07F1V3	22:34:26	-05:02:29	40
Q07F4V3	22:34:25	-06:60:54	40
Q07F3V3	22:40:51	-07:58:06	40
Q07F2V3	22:40:50	-06:01:42	40
Q07F1V4	22:34:26	-05:02:29	40
Q07F4V4	22:34:25	-06:60:54	40
Q07F3V4	22:40:51	-07:58:06	40
Q07F2V4	22:40:50	-06:01:42	40
Q07F1V5	22:34:26	-05:02:29	40
Q07F4V5	22:34:25	-06:60:54	40
Q07F3V5	22:40:51	-07:58:06	40
Q07F2V5	22:40:50	-06:01:42	40
SLEW_QX_QY	22:40:50	-06:01:42	60
