imname	RA	DEC	EXPTIME
Q03F1V1	22:08:22	-12:52:05	40
Q03F4V1	22:08:20	-14:50:29	40
Q03F3V1	22:14:58	-15:49:42	40
Q03F2V1	22:14:56	-13:51:17	40
Q03F1V2	22:08:22	-12:52:05	40
Q03F4V2	22:08:20	-14:50:29	40
Q03F3V2	22:14:58	-15:49:42	40
Q03F2V2	22:14:56	-13:51:17	40
Q03F1V3	22:08:22	-12:52:05	40
Q03F4V3	22:08:20	-14:50:29	40
Q03F3V3	22:14:58	-15:49:42	40
Q03F2V3	22:14:56	-13:51:17	40
Q03F1V4	22:08:22	-12:52:05	40
Q03F4V4	22:08:20	-14:50:29	40
Q03F3V4	22:14:58	-15:49:42	40
Q03F2V4	22:14:56	-13:51:17	40
Q03F1V5	22:08:22	-12:52:05	40
Q03F4V5	22:08:20	-14:50:29	40
Q03F3V5	22:14:58	-15:49:42	40
Q03F2V5	22:14:56	-13:51:17	40
SLEW_QX_QY	22:14:56	-13:51:17	60
