imname	RA	DEC	EXPTIME
Q06F1V1	22:21:31	-12:52:05	40
Q06F4V1	22:21:29	-14:50:29	40
Q06F3V1	22:28:07	-15:49:42	40
Q06F2V1	22:28:05	-13:51:17	40
Q06F1V2	22:21:31	-12:52:05	40
Q06F4V2	22:21:29	-14:50:29	40
Q06F3V2	22:28:07	-15:49:42	40
Q06F2V2	22:28:05	-13:51:17	40
Q06F1V3	22:21:31	-12:52:05	40
Q06F4V3	22:21:29	-14:50:29	40
Q06F3V3	22:28:07	-15:49:42	40
Q06F2V3	22:28:05	-13:51:17	40
Q06F1V4	22:21:31	-12:52:05	40
Q06F4V4	22:21:29	-14:50:29	40
Q06F3V4	22:28:07	-15:49:42	40
Q06F2V4	22:28:05	-13:51:17	40
Q06F1V5	22:21:31	-12:52:05	40
Q06F4V5	22:21:29	-14:50:29	40
Q06F3V5	22:28:07	-15:49:42	40
Q06F2V5	22:28:05	-13:51:17	40
SLEW_QX_QY	22:28:05	-13:51:17	60
